COMMENTS,"LANGUAGE (E, F, or N)",OFFENSIVE (Y or N),EMOTION,"Hard to annotate?
(Y or N) ","Name o link? 
(Y, L or N) ",
#DEATHPENALTY,E,N,Anger,N,N,
Dito pwd sa amin kasi  huhulihin ka may bantay kasi sa bundok namin. Ito ata yong kinuha ng bayaw ko na hinuli sila ng mga bantay sa bundok namin.,F,N,Anger,N,N,
[NAME] is soo good. At d sya pinabayaan.,F,N,Joy,N,N,
Nakakatakot mag mahal lalo kapag nakasakit ka at nasaktan ka. Sa mga lalaki jan isip isip bago kumabit.,F,N,Fear,N,N,
Nakakaiyak naman sana may makatulong agad sa kanya asap🙏[NAME] bless syo Charlene at sa mga magbibigay ng tulong syo🙏,F,N,Sadness,N,Y,
buti nlng malamn ang leeg ni nanay. kung hnd baka patay na,F,N,Sadness,N,N,
"Kahit [NAME] kasinng [NAME] Crub mentally...
Dapat sana Pinag tanim ang mga magsasaka n2 para may kita naman sa hirap ng buhay...
Poro bawal!. S**T",F,N,Anger,N,N,
for me she's beautiful just the way she is. inside and out,E,N,Joy,N,N,
💪👍👍👍👍[NAME]bless you [NAME],E,N,Joy,N,N,
"Grabe naman tanim mu pinagbabawal, e d wag ka nalng mgtanim, kaya din ang daming nghihirap dito sa [NAME] kc ang daming makasarili... Kawawa naman ung ngtatanim, lupa naman nia un...",F,N,Sadness,N,N,
wew wag kànang mag shabu,F,N,Anger,N,N,
Dont worry po ate..may mabuting kalooban ka nmn..at ikaw ay unique...wag mainggit sa 8bang magaganda na masama ang ugali..[NAME]BLESS YOU PO..YOU ARE TRULLY BEAUTIFUL...,F,N,Sadness,N,N,
Kung sa bahay namen yan nako araw arawin ng lola ko yan sapagkuto,F,N,Joy,N,N,
Mukha syang Indiana. Ganda nya.,F,N,Joy,N,Y,
This is mankind thousands of years ago before they discovered fire,E,N,Anger,N,N,
sa..mabbting puso na mayyaman sana matulongan,F,N,Sadness,N,N,
Dapat yan ang inayos ang muka hindi ung muka si zander ford. Mas deserve sya.,F,N,Anger,N,Y,
"@6:48 ayan ha narinig niyo mismo sa [NAME], tumitilaok ang sawa bago magkaroon ng kalamidad.",F,N,None,N,N,
Thank You Anthon... More blessings..,E,N,Joy,N,Y,
"Napaka ganda mo 
Di yan dahilan 
I know u have a good  heart 
For me your so pretty
Always stay positive in life❤",F,N,Joy,N,N,
Ubod ng ganda sya...,F,N,Joy,N,N,
Lodi.boy tapang from [NAME],F,N,Joy,N,N,
wala sa mokha nyan maganda naman kahit ganyan,F,N,Joy,N,N,
"Nagmahal,nasaktan,naghiganti.. 
So sad..",F,N,Sadness,N,N,
[NAME]bless po sana po maisa ayos po .. gaano man kadami ang hadlang may darating padin para matupad ang iyong pangarap sa buhay,F,N,Sadness,N,N,
Kwell yung nakapag alis sa kuto ko dati e. 20 mins binababad tapos suyod. Tyagaan lang yan,F,N,Joy,N,N,
Pag laki mo magiging PNP chief ka din gaya ni Gen.Sinas😊,F,N,Joy,N,Y,
Pabaya ng magulang yan,F,N,Anger,N,N,
Buhay na tao at insekto?! Hindi kumakain ang tao ng ganyan!,F,N,Disgust,N,N,
Shahahaahahaahh🤣🤣🤣🤣,F,N,Joy,N,N,
"Kapabayaan ng magulang, suyod lang araw araw ang sulosyon nyan bakit pinaabot pa sa  ganyang stage na nagsugat sugat na!",F,N,Anger,N,N,
"Hayyyyy, saan ba ang mas maganda, benta ng shabu or lapnisan.  Bakit ang [NAME] hindi na lang i encourage ang mga farmers na mag tanim ng maraming lapnisan and then i legalize ang pagbenta nito.",F,N,Sadness,N,N,
What a life story beautiful,E,N,Joy,N,N,
Bkit nyuba pinakuta ang pagkain nya ewwww,F,N,Disgust,N,N,
Wag kakain masama iyan sa katawan.,F,N,Sadness,N,N,
In my own opinion ang mali dito yung lalaki dapat sinabihan niya na si [NAME] na ayaw nya na bat kailagan pa kasi humantong dito?,F,N,Sadness,N,N,
[NAME]bless po kay [NAME] at pati narin po sa mga tumulong sa kanya. ❤️❤️❤️,F,N,Joy,N,N,
so glad to see that he is slowly recovered.,E,N,Joy,N,N,
Butiki isn't harmful,E,N,Fear,N,N,
Kadiri yaki.. bakit? Kasi kadiri,F,N,Disgust,N,N,
Sakit sir...😭😭😭,F,N,Sadness,N,N,
He needs to see an endocrinologist. Hope his weight issues are resolved,E,N,Sadness,N,N,
Nature is dying,E,N,Sadness,N,N,
death penalty ibalik na plzz kawawa naman 🤒🤒🤒🤒😡2019 🤒patayan na bullet 😠😡,F,N,Anger,N,N,
Pure protein yan,E,N,Joy,N,N,
parang mas nakita ko pa sincerity & concern ng teacher sa mga bata kesa Nanay nila..😔🤦🏻‍♀️,F,N,Sadness,N,N,
Pinatulfo mo nalang sana [NAME]. Baka may chance pa na maibalik lahat ng binigay mo sa lalakeng yun.,F,N,Sadness,N,Y,
"parang ito din yung pinapausok ng mga arabo sa loob ng bahay,mabango",F,N,Joy,N,Y,
"Sa totoo lang, maganda sya at matangkad pa.",F,N,Joy,N,N,
Sarap sa pakiramdam na makitang ok na siya😉😉😥,F,N,Joy,N,N,
labas mga keyboard warrior kung meron nga ba ginagawa ung binoto nyo na nakatutok lang sa shabu,F,N,Anger,N,N,
Ayaw sa nawong pangitaa pre sa batasan kasabot ka BATASAN😑 kagwapa ra ana😊,F,N,Anger,N,N,
Mabuhay ka [NAME] more power[NAME] at kay [NAME] soho👍,F,N,Joy,N,N,
"""Minsan everyday nakakakita kami """,F,N,Joy,N,N,
ewwww dapat d nyo hinahayaan dumami ng ganyan ung kuto buti nakakatulog pa yan,F,N,Anger,N,N,
Marami yan sa amin mahirap nmn kmi 😁,F,N,Joy,N,N,
"bakit kailangan umangkat? 
we used to be  rice exporter. iba na talaga.",F,N,Sadness,N,N,
"1:37 I no longer want my dreadful 9-5 as a result of, *f u n d a i l y p  a  y . c o m*",E,N,None,N,N,
kahit walang  ayuda wag ka lang kumain ng ganyan uy so plz tumigil ka na,F,N,Sadness,N,N,
"Sino nag aabang sa kanyang transformation
👇",F,N,Joy,N,N,
Kinati ung buhok ko,F,N,Disgust,N,N,
galing galing po...2 thumbs up po sir [NAME]....,F,N,Joy,N,N,
[NAME] BLESS YOU  [NAME] 👍👍👍👏👏👏🙏🙏🙏🎈♥️❤️,E,N,Joy,N,N,
Oh Nakaka ahas naman haha 😂 pwede magpa kagat aaw 🤗,F,N,Joy,N,N,
Yooo that's nasty gosh damn it,E,Y,Disgust,N,N,
Silingan na namo mga BOGOOO MGA GIATAY MGA BASHERS MATAY PAMO,N,N,Anger,N,N,
Too much love can ruin  other's life ..,E,N,Sadness,N,N,
Dapat ubusin na ang malalaking ahas nakakatakot sa haba eh baka lalaki pa sobra,F,N,Fear,N,N,
Mukhang tanga lng.,F,Y,Anger,N,N,
mas masarap tirisin ung nanay at tyahin.. nakakagigil.. hinayaan nilang umabot sa ganyan ung ulo ng kids.. smh.,F,N,Anger,N,N,
Kasi gumagamit siya parseltongue/ language of the serpents,F,N,Joy,N,N,
"Kadiri po kayo,yuckkkkkk!",F,N,Disgust,N,N,
Buti nalang masipag manguto nanay ko nung bata kami. Love you mother! 😘,F,N,Joy,N,N,
Patatagalin p b yan?? Pag nahuli torturin.. tapos salvage n agad! Magiging palamunin p ng gobyerno yan pag binuhay,F,N,Anger,N,N,
Sana matuloy operation niya,F,N,Sadness,N,N,
Minsan every day,F,N,Joy,N,N,
[NAME] is good talaga all the time  1😬😬🥰🥰,E,N,Joy,N,N,
loslos ...kurakot tlga ang [NAME],F,N,Anger,N,N,
[NAME] bless u [NAME] 😊😊😊,E,N,Joy,N,N,
ee di sana nag tanim yung taga [NAME] mga tampalasan 😏,F,N,Anger,N,N,
Ang gwapo na ni kuya [NAME]. Sana tuloy tuloy na maayos buhay mo at gumaling ka na.,F,N,Joy,N,N,
haha ak9 nga pag nakakakita ng ahas. nagatatakbo na,F,N,Joy,N,N,
Para SA aking hahayaan ko na tong mga kahoy NATO dahil kapag Ang kalikasan na Ang maniningil cguro Kung gaano ka Mahal Yung kahoy pero mas higit pa dun Yung ibabalik sa atin,F,N,Sadness,N,N,
pabaya ang magulang at tiyahin nyan.. walang paki sa mga bata kaya umabot sa ganyan..,F,N,Anger,N,N,
[NAME] Bakit hindi yung mga minero n sinisira ang kalikasan ang hulihin ninyo. Bakit d ninyo b sila kaya? Kasi kalimitan may kapit sa [NAME] o taga [NAME] rin.,F,N,Anger,N,N,
Everything happens for a good reason may plano ci [NAME] kay kuya [NAME],E,N,Joy,N,N,
"Uso n yan kc malapit n undas!!😂😂😂kaway kaway taga pangasinan!!,,DEREMEN  sarap gataan!😋😋😋",F,N,Joy,N,Y,
Sira ulo na yta yan,F,N,Anger,N,N,
Buang kaman diay. Ayawg pasanginli ang lockdown tun[NAME] anang kabuang nemo,N,N,None,Y,N,
ANONG nangyari AYAW magplay,F,N,Anger,N,N,
2:45 jusko nagulat ako HAHAHA,F,N,Joy,N,N,
"Naawa ako kay [NAME] 😖
In time , you will be healed [NAME] . Trust kay [NAME] and hingi ja ng guidance .
[NAME]bless you. 
You din’t deserve that guy .",F,N,Sadness,N,N,
Minsan everyday,F,N,Joy,N,N,
ang ganda ni ate...me awa ang [NAME] pray lang po tau maayos din po yan.mdami po ang mbabait ang puso..pray lang po mam,F,N,Joy,N,N,
Dto sa Med East..mahal yan ..Bukor tawag dto..pabango nila..ung frnd nmin na Kuwaiti pmupunta sa pinas..para bumili ng kahoy.. .,F,N,Joy,N,Y,
"Mas nakkawa kayo ate kase sa inyo, kayu pamilya kau.. may nattirahan kau pero cia tinuring niung polobi pero hnd nwwla sa kanya ang pagging matalino commonsense kc pag may time,",F,N,Sadness,N,N,
Dito sa [NAME] nila yan binibinta kasi yan ginagamit ng mga tao dito pampabango sa bahay bukor tawag nila..ginagamit din yan panggawa ng perfume,F,N,Joy,N,N,
Habang may buhay may Pag-asa. [NAME] bless you🙏🙏🙏,F,N,Joy,N,N,
Marami sa bukid namin yan,F,N,Joy,N,N,
abugbug berna hahahah,F,N,Joy,N,Y,
"Im from [NAME] and I used to study near  there...
That place is really polluted and dirty and there is a big tree so that explains why there are many snakes... 🙄 duh",E,N,Anger,N,N,
ew kade naman yan lalake na yan ew,F,N,Disgust,N,N,
sana maayos na mokha mo para hindi kana ma buli kahit ano pa ang mokha nang tao wag hosgahan,F,N,Sadness,N,N,
Okay mo mukha mo. Mrramdaman mo yan after ng ilang taon. Andami mong parasite makukuha jan. Baka bigla ka nlang ma-coma o madedo jan.,F,N,Anger,N,N,
That is so many,E,N,Joy,N,N,
niloloko mo kami! haha,F,N,Joy,N,N,
Pagkatapos mo pakinabangan iiwanan muna agad,F,N,Anger,N,N,
Dina maayos yan,F,N,Sadness,N,N,
Hala yung lalaking yon rapist daw yon nasa liwayway quezon na daw sya ako ay taga mauban at may napatay daw syang 16 y.o na babae suspect na daw sya 50k ang pera pag na huli na kakatakot,F,N,Fear,N,Y,
bayabas po pwede po yon yon din po yong kinawa namin kay ate ko noong ng kaganyan din siya pag natulog na si ate maglabas ng malinis na damit na kulay puti para hindi  magkainfection,F,N,Joy,N,N,
Mao  nang  dli  ta  ma  dato  kay  seloso,N,N,None,Y,N,
Ewwwww kaka  diri  ka  koya,F,Y,Disgust,N,N,
Hmmmm nung bata aq mdmi aq nkkta gnyan puno.... secret maganda ata balikan ko yun ah,F,N,Joy,N,N,
ako lng ba nka pansin naging iba ung bag na hilahila ni lola,F,N,Fear,N,N,
"Masaya po ako na pwede pang mabago ang buhay niya excited ako sa changes na mangyayari sakanya aabangan ko talaga yan, fighting!!! 😍😍😘😘😊😊",F,N,Joy,N,N,
Ang lupit naman ni kuya,F,N,Joy,N,N,
Wala  talagang kwenta  ang  mga lalaki  kaya  ako ayokong  magasawa  eh,F,N,Anger,N,N,
May paayuda na c boy tapang. Sobrang hirap din sa buhay binibigyan nya,F,N,Joy,N,N,
I HATE SNAKEU🙅🐍,E,N,Fear,N,N,
Dapat yung lalaki yyng makulong ehh,F,N,Anger,N,N,
hinuhuli ang mga tao na kumukuha ng agarwood kasi [NAME] ang gustu makinabang,F,N,Anger,N,N,
"Hahaha! Tabachuy parang si herman goring, vandolph, baste, ryan yllana, sumo wrestler, etc!",F,N,Joy,N,Y,
Kwell lng pantapat nyan,F,N,Joy,N,N,
kawawa namn si Ate,F,N,Sadness,N,N,
Pakihuli nga Nyan parang timang hahahaha,F,N,Joy,N,N,
NXP LNĞ MALAKAS,F,N,Joy,N,N,
Pulitico goverment offecial lng ang nkikinabang ang mahihirap walang karapatan na umangat sa buhay....bullshit,F,Y,Anger,N,N,
Yan mga tao nadidiri,F,N,Disgust,N,N,
pinaka grabe kong ginawa nung nagmahal ako... NAGPAKATANGA AKO SAKNYA NG APAT NA TAON😂 TAS NI MINSAN HE NEVER NOTICED MY WORTH,F,N,Sadness,N,N,
ano bayan nakakadiri anong klaseng mukbang yan kumakain ng insekto,F,N,Disgust,N,N,
"Yung pinapanuod mo sya, pero sa comment yung mata mo hahaha wtf 🤣🤣🤣",F,N,Joy,N,N,
"Dame nyan sa arab country., pabango lang sa bahay.",F,N,None,N,N,
Action agad [NAME]... Para sila lang makikinabang mga polpol,F,N,Anger,N,N,
"[NAME] is good all the time 
And all the time [NAME] is good 
[NAME] bless [NAME] and Teacher [NAME]", E,N,Joy,N,N,
Sana may update ulit kay Kuya [NAME] 😭🥰,F,N,Sadness,N,N,
meegeed! Hanggang pakikinig nalng kaya ko di ko kayang manuod HAHAHA healthy naman pala si kuya ee 😂,F,N,Joy,N,N,
Ginagawa kasi yang bakoor niLAlagyN yan ng perfume,F,N,Joy,N,N,
Yay  nakakadiri,F,N,Disgust,N,N,
Kailagan nating alamin kung ano ang tunay na pagmamahal at para maisagawa ng tama.,F,N,Joy,N,N,
ayan nah.. susme! [NAME] jan kau magaling.. hindi kau nag kukusa mag explore ng mga kahoy na may value.. saka lang kayo kikilos pag may napabalita.. takte ninyo!! mga mukang pera din kayo.. tse!!,F,N,Anger,N,N,
May sugat den ako sa ulo,F,N,None,N,N,
"Tigilan niyo Napo Sana Yan
Nakaka sama Napo Yan sa iyong
Kalisugan",F,N,Sadness,N,N,
Magtanim kayo wag putol ng putol,F,N,Anger,N,N,
Pls give the por,E,N,Sadness,N,N,
maganda sya kahit may kapansanan sya tiwala lang kay [NAME],F,N,Joy,N,N,
Ayaw ipagalaw ng [NAME] pero sila din mismo makikinabang dyan. Patago sila makikipag transaksyon sa mga buyer nyan.,F,N,Anger,N,N,
diko naiwasan di maiyak habang nanunuod 😇😇😇,F,N,Sadness,N,N,
Panghalo kasi sa paham yan,F,N,Joy,N,N,
Paano hindi namamatay,F,N,Fear,N,N,
"Ito po ba yung Tinatawag na ""Saling"" sa ilocano?",F,N,Joy,N,Y,
Bakit lahàt ñg doctor sa [NAME] kill joy xD,F,N,Joy,N,N,
Maganda naman Sya,F,N,Joy,N,N,
Kaya mo yan Harry Roque,F,N,Joy,N,Y,
Magaling kc sa pandurugas ang [NAME] po ateh,F,N,Anger,N,N,
"wow..
grabeh ..
wala cyang takot...😱",F,N,Fear,N,N,
Tumayo balahibo ko,F,N,Fear,N,N,
salazar slitherin,F,N,None,N,N,
Yan ung sunod na magdadala Ng pandemia sa [NAME]😠😠😠,F,N,Fear,N,N,
Another pandemic: Am I A Joke To You?,E,N,None,N,N,
"Nagulat ako haha
2:40",F,N,Joy,N,N,
[NAME] Bless sa vlogger,E,N,Joy,N,N,
Mrun dto samin Yan nlalaga lang Yong boto nyan tas kakainin.,F,N,None,N,N,
Baka yang hawak niang patalim nayan baka yan yung nasa antipolo masaker....LUSIPER😈,F,N,Fear,N,Y,
Dapat talaga yung lalaki na lang. nakakaasar...,F,N,Anger,N,N,
Nakakaiyak nakaka touch 😘,F,N,Sadness,N,N,
Kasalanan nun llki.. I feel bad s kababayan k pero ngmhal lng xia 😔 s babae nmn pgling k po 😔,F,N,Sadness,N,N,
juicekopo.... sumakit  ulo ko dito..,F,N,Sadness,N,N,
"wa oroy ka na covid pistiha ka ,kung unsa kamaot imung gipangkaon ingun ana pud kamaot imong nawung.",N,N,None,Y,N,
Ang bilis umangat Ang Buhay ni boytapang Kasi bigla nabura Account niya,F,N,Joy,N,N,
Sarili mong lupa illegal pa rin? Lintek na batas yan.,F,N,Anger,N,N,
Di niya daw intensiyon eh ano yun?  Aksedenti?,F,N,Anger,N,N,
Mga sirang nilalang,F,N,Anger,N,N,
Ayoko naaa! Naduwal ako shems,F,N,Disgust,N,N,
"Naku kuya alagaan nyo po kalusugan nyo
Kadiri",F,N,Disgust,N,N,
Grabeng nanay yan!,F,N,Anger,N,N,
Mas ok nayan kesa mag nakaw tandaan nyo guys may dahilan lahat ng mga maling ginagawa kung bkit sila laging gumagawa ng mga mali.,F,N,None,N,N,
Hay nako ang govyerno talaga pag pera na lumalabas ang tunay na ugali  mga Gahaman sa pera,F,N,Anger,N,N,
"POTAENE nakakainis sumagot yung lalaki sabi nya ""dahil sa nangyari nayun mas lalo ko siya namahal"" edi ibig sabihin hindi mo siya pala mahal dati wtf?",F,Y,Anger,N,N,
"my gwad,  kasunod lungsod lang sa amin",F,N,Fear,N,N,
Hindi ko pa pinapanood pero kadiri amputa.,F,Y,Disgust,N,N,
Bakit sila d painakulong,F,N,Anger,N,N,
See here it’s very obvious that’s it’s been going on however nothings been done? CENRO what’s going on? One day you’ll here folks were eaten by these creatures.,E,N,Anger,N,N,
"Basta INVOLVE  ang PERA...para sa [NAME] LAHAT ENDANGERED na...pati sa SUKA NG BALYENA may Concern sila..PHUTA ang LupiiiittT...
#GAHAMAN",F,Y,Anger,N,N,
Now i get it why my mom always says (my name) kukutuhan kita tara para di na lumala.,F,N,Joy,N,N,
[NAME] bless [NAME] ❤️,E,N,Joy,N,N,
Fb friend man ni nko🥰,F,N,Joy,N,N,
"Kasalanan yan ng nanay iyan, hindi maalaga sa anak nya, dapat kinalbo nlng agad para iwas.",F,N,Anger,N,N,
Naawa ako sa bata at sa magulang niya🥺🥺🥺🥺🥺🥺,F,N,Sadness,N,N,
Yucks ka damak.,F,N,Disgust,N,N,
"wala kasing lagay kaya bawal
yung lagay kasi gabitay 😂",F,N,Joy,N,N,
Minsan every day,F,N,Joy,N,N,
Potang ina nyu gusto nyu kayu lanh makinabang mga kapal nang mukha nyu,F,Y,Anger,N,N,
Paborito kayan🤡😍,F,N,Joy,N,N,
Kung pwede nman ulit magtanim ano pang problema nyo grav mga crab mentality talaga mga ibang tao pag may nakitang umaangat gumagawa ng paraan para mahila pababa ano yan kalokohan,F,N,Anger,N,N,
Maniwala na aq na matapang ka kung kakain ka ng puno ng kahoy,F,N,Joy,N,N,
Yung Xander Ford nyo nga ginawan nyo ng paraan. Ito pa kaya. Come On! Pls help her get the confidence! Sana may mabuting puso jan maging donors pls pls,F,N,Sadness,N,Y,
sisihin nyo mga kurakot sa [NAME] hahaha,F,N,Joy,N,N,
Alam ko pong wala kang makain kaya exotic foods kinakain mo pero pwede namang kainin 'yan po ng LUTO 😣,F,N,Sadness,N,N,
mamamatay yan :(,F,N,Sadness,N,N,
Tma dpat sa  llaki mo ibinuhos,F,N,Anger,N,N,
NAG HAHANAP KA NG SAKIT NG KATAWAN MO! KADIRI,F,N,Disgust,N,N,
Lol lagyan nyo alcohol,F,N,Anger,N,N,
Bigay ng kalikasan pinipigilan ng mga taga [NAME]. Imbis yun na sana maka tulong sa mga pobreng tao.,F,N,Sadness,N,N,
Walang pinanganak na pangit .. ❤️,F,N,Joy,N,N,
napano yung kamay nyan,F,N,Sadness,N,N,
Nakakatakot naman ang ginawa ni tatay at dumugo pa ang kamay nya 😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣,F,N,Fear,N,N,
jfhdhchhhdhdh hfhc,N,N,None,N,L,
Ok lng kumain ng exotic foods pero ito sobra n .. karamihan puro madudumi p kinakain..,F,N,Disgust,N,N,
"Oh heck no, I scream every time I see one😂",E,N,Joy,N,N,
"Pati yung pag inom inom mo ng gaas, tubig na may surf powder? at maruming tubig? pati kanal hindi pinatawad, bakit hindi isinali? Hahaha",F,N,Joy,N,N,
nakakaawa na sa murang edad nakakaranas na siya magka-problema sa buhay.,F,N,Sadness,N,N,
Please help him na po!!! Kumakain na po sya pati vulcaseal!!!!! #[NAME]15,F,N,Sadness,N,N,
mayroon din sanang magpaamo ng baboy gaya mo [NAME]...ang daldal mo kasi at kontrabida sa pangulo...hahaha,F,N,Joy,N,N,
Bat puros engkanto nalang may kasalanan,F,N,Anger,N,N,
Kulong habang buhay,F,N,Anger,N,N,
Lalaki ba si [NAME]? O babae?,F,N,Joy,N,N,
Dont.call them Ahas call them Bessy,E,N,Joy,N,N,
Sana maging Teacher ko rin yung Teacher nila sa Private school,F,N,Sadness,N,N,
mahal yan binibili dto sa [NAME] kc mgahilig ang mga arabo ng ganyan,F,N,Joy,N,N,
Sa may Baclaran yata to eeh. Sa may 3F🤔.,F,N,Joy,N,Y,
ibebenta nnmn yan ng [NAME],F,N,Anger,N,N,
"Bakit sa [NAME], kinakalbo na ang kagubatan dahil sa  chromite, hindi nakikialam ang mga autoridad, siguro nabayaran, ikaw din [NAME] bakit hindi mo puntahan para malaman mo?",F,N,Anger,N,N,
sa nanay narin nang bata yan parang pinabayaan,F,N,Anger,N,N,
Hindi na ako maaasawa,F,N,Sadness,N,N,
Kahit ilang beses kng panuorin to talagang matitinag ang puso ko...,F,N,Sadness,N,N,
Illegal dahil alam ng goberno.. sila lang maka pera lok,F,N,Anger,N,N,
Yan ang gusto ng ating kababayan fat is healthy sabi nila.Kawawa nman.,F,N,Sadness,N,N,
Takot ako Jan sa mga kinakain nya,F,N,Fear,N,N,
"grabe naman yung bf ni glory! nakakaawa naman si glory, hindi na makakita,sana gumaling na siya, in[NAME] name, Amen.",F,N,Sadness,N,Y,
sa 3F trade center mart to diba? sa pasay ba to? sa two shopping?,F,N,Joy,N,Y,
[NAME]BLESSYOU sir 🤍,F,N,Joy,N,N,
Tatay ng apo ni nanay walang trabaho kaya si nanay mag provide.. Kapal naman ng mukha ng anak ni nanay.. Hindi na nahiya sa magulang nya..,F,N,Anger,N,N,
Kng cguro marami lng akong pera help kita,F,N,Sadness,N,N,
"Ang ganda niya 
Huwag mawalan ng pag asa",F,N,Sadness,N,N,
Ganito yung mga kwentong [NAME] na gustung gusto ko.,F,N,Joy,N,N,
Naaamoy ko yung ulo dito sa screen,F,N,Disgust,N,N,
To [NAME] be the Glory! 💖,E,N,Joy,N,N,
nako pag nakulong yan lalagyan ng pumada lage yan,F,N,Anger/Sadness,N,N,
"90% of comment is awa and plasticity. Ugali hinahanap nyo Pero Yung mga bingot, ngongo at iba pang may kapansanan kahit sobrang babait at loyal pagtitripan nyo?lol.",F,N,Anger,N,N,
"""nagmahal lang ako sa maling pagmamahal"" ☹️",F,N,Sadness,N,N,
May sira ulo ka kuya mga unclean foods yan may mental health ka  kuya yan ang mga generator animals sa mundo kaya pala may pandemic dahil sa mga taong  matitigas ang ulo at mga hugawan,F,N,Anger,N,N,
Yakkkk boy tapang,F,N,Disgust,N,N,
[NAME] bless kuya [NAME] ♥️♥️,F,N,Joy,N,N,
Ganyan din yun bata nuon na nasa Indonesia.... lage na cya nagsasocker kaya payat na,F,N,Joy,N,Y,
This is a miracle 😀😊,E,N,Joy,N,N,
Eto dapat ang tinutulungan,F,N,Sadness,N,N,
bakit hnd ang [NAME] mag patanim at maramihin tpos [NAME] ang binta para my kita ang mga local,F,N,Sadness,N,N,
Lupet parang nasa [NAME] ka pre,F,N,Joy,N,N,
"Kailangan gayahin ang ginagawa sa Japan, may cooperative na may insurance pa sila. Kung masira man ng bagyo o sakuna ang kanilang pananim ay hindi sila malugi dahil insured ang kanilang pananim.",F,N,Sadness,N,Y,
Bullshit the Philippine [NAME]..they want to help poor people,E,Y,Anger,N,Y,
sana may mag sponsor...at tsaka...pag maayus na mukha nya may totoong magmahal di lang...mahalin na sya kasi naayus na mukha niya,F,N,Sadness,N,N,
We should respect the gays too.....we should love them.....they are not toy.....the gay in this video is such a good person,E,N,Sadness,N,N,
Tsaka palakihin nyu sahod para wala na mag abroad,F,N,Anger,N,N,
bless bless po [NAME] and [NAME] . good samaritan ka po,F,N,Joy,N,N,
[NAME] tulungan nio po cya maoperahan #[NAME] [NAME]kabait at buti nia po tayo at [NAME]kaganda din po nia. Deserve nia po gumanda lalo dhil [NAME]kaganda ng puso nia po.,F,N,Sadness,N,N,
Mas lalong mawawala yung puno na yan. Naku Mareng [NAME]. 🤦🏻‍♀️ Save the tree isipin nyo ilang years yan bago naging puno.,F,N,Sadness,N,N,
